"id";"name";"d1";"d2";"d3";"d4"
2012;"Power Integrations, Inc. (POWI)";"27609";"48898";"39152";"59544"
2013;"Horace Mann Educators Corporation (HMN)";"169459";"83765";"93482";"104243"
2014;"Compass Minerals International, Inc. (CMP)";"42700";"162700";"159200";"217900"
2015;"Gentherm Incorporated (THRM)";"35227";"76598";"95393";"70119"
2016;"TRI Pointe Group, Inc. (TPH)";"187191";"195171";"205461";"84197"
2017;"Magellan Health, Inc. (MGLN)";"110207";"77879";"31413";"79404"
2018;"BOK Financial Corporation (BOKFL)";"334644";"232668";"288565";"292435"
2019;"Cooper Tire & Rubber Company (CTB)";"95400";"248381";"212766";"213578"
2020;"Papa John's International, Inc. (PZZA)";"102292";"102820";"75682";"73315"
2021;"Sonic Corp. (SONC)";"71205";"63663";"64067";"64485"
2022;"Raven Industries, Inc. (RAVN)";"41022";"20191";"4776";"31733"
2023;"Kaiser Aluminum Corporation (KALU)";"45400";"91700";"-236600";"71800"
2024;"Heartland Express, Inc. (HTLD)";"75173";"56386";"73056";"84834"
2025;"Mazor Robotics Ltd. (MZOR)";"-12419";"-18668";"-15385";"-15272"
2026;"Weatherford International plc (WFT)";"-2813000";"-3392000";"-1985000";"-584000"
2027;"8x8, Inc. (EGHT)";"-104497";"-4751";"-5120";"1926"
2028;"TransAlta Corporation (TAC)";"-160000";"169000";"22000";"182000"
2029;"The Greenbrier Companies, Inc. (GBX)";"116067";"183213";"192832";"111919"
2030;"M.D.C. Holdings, Inc. (MDC)";"141835";"103211";"65791";"63143"
2031;"Denbury Resources Inc. (DNR)";"163152";"-976177";"-4385448";"635491"
2032;"Dril-Quip, Inc. (DRQ)";"-100639";"93221";"192008";"208712"
2033;"Employers Holdings, Inc. (EIG)";"101200";"106700";"94400";"100700"
2034;"Advanced Drainage Systems, Inc. (WMS)";"62007";"32950";"25052";"-7827"
2035;"Red Rock Resorts, Inc. (RRR)";"35152";"91967";"137658";"100542"
2036;"Frank's International N.V. (FI)";"-159457";"-135338";"79110";"159037"
2037;"Berkshire Hills Bancorp, Inc. (BHLB)";"55247";"58670";"49518";"33744"
2038;"Adams Diversified Equity Fund, Inc. (ADX)";"373534.398";"117602.702";"11592.785";"188550.723"
2039;"Fabrinet (FN)";"84167";"97115";"61897";"43642"
2040;"Masonite International Corporation (DOOR)";"151739";"98622";"-47111";"-37340"
2041;"Artisan Partners Asset Management Inc. (APAM)";"49599";"73030";"81801";"69629"
2042;"Maiden Holdings, Ltd. 6.625 NT 2046 (MHLA)";"-169896";"48980";"124476";"101391"
2043;"Central Garden & Pet Company (CENTA)";"78828";"44514";"31971";"8804"
2044;"Innoviva, Inc. (INVA)";"134143";"59536";"-18760";"-168464"
2045;"Aircastle Limited (AYR)";"147874";"151453";"121729";"100828"
2046;"Gulfport Energy Corporation (GPOR)";"435152";"-979709";"-1224884";"247403"
2047;"SendGrid, Inc. (SEND)";"-6253";"-3908";"-5854";"-12960"
2048;"Diplomat Pharmacy, Inc. (DPLO)";"15510";"28273";"25776";"4776"
2049;"US Ecology, Inc. (ECOL)";"49365";"34252";"25611";"38236"
2050;"GameStop Corp. (GME)";"34700";"353200";"402800";"393100"
2051;"Puma Biotechnology, Inc. (PBYI)";"-291955";"-276011";"-239284";"-141965"
2052;"Nexa Resources S.A. (NEXA)";"126885";"93167";"-129461";"-33843"
2053;"Gray Television, Inc. (GTN)";"261952";"62273";"39301";"48061"
2054;"Oxford Industries, Inc. (OXM)";"65090";"52461";"30562";"45758"
2055;"Blucora, Inc. (BCOR)";"27039";"-65158";"-40074";"-35547"
2056;"SemGroup Corporation (SEMG)";"-17150";"2095";"30320";"29240"
2057;"Saia, Inc. (SAIA)";"91156";"48024";"55016";"51991"
2058;"Caleres, Inc. (CAL)";"87200";"65658";"81479";"82850"
2059;"Scholastic Corporation (SCHL)";"-5000";"52300";"40500";"294600"
2060;"Reaves Utility Income Fund (UTG)";"166968.514";"172548.806";"-18272.915";"186867.612"
2061;"Wintrust Financial Corporation (WTFCM)";"257682";"206875";"156749";"151398"
2062;"Orion Engineered Carbons, S.A. (OEC)";"66823";"44626";"42874";"-55939"
2063;"Walker & Dunlop, Inc. (WD)";"211127";"113897";"82128";"51422"
2064;"Park National Corporation (PRK)";"84242";"86135";"81012";"83957"
2065;"Intrexon Corporation (XON)";"-117018";"-186612";"-84493";"-81822"
2066;"Matson, Inc. (MATX)";"232000";"81400";"103000";"70800"
2067;"Amkor Technology, Inc. (AMKR)";"260706";"164190";"51098";"129739"
2068;"Vicor Corporation (VICR)";"167";"-6247";"4927";"-13887"
2069;"Suburban Propane Partners, L.P. (SPH)";"37995";"14440";"84352";"94509"
2070;"Quality Systems, Inc. (QSII)";"2420";"18241";"5657";"27332"
2071;"Virtusa Corporation (VRTU)";"1254";"11858";"44802";"42446"
2072;"The Gabelli Equity Trust Inc. (GAB)";"323252.947";"181478.539";"-84718.15";"82058.124"
2073;"Pretium Resources Inc. (PVG)";"-16453";"-61212";"-534";"-12445"
2074;"Reata Pharmaceuticals, Inc. (RETA)";"-47671";"-6227";"-1450";"689"
2075;"Everbridge, Inc. (EVBG)";"-19634";"-11286";"-10824";"-623"
2076;"Meritage Homes Corporation (MTH)";"143255";"149541";"128738";"142241"
2077;"Mueller Industries, Inc. (MLI)";"85598";"99727";"87864";"101560"
2078;"American Finance Trust, Inc. (AFIN)";"-46494";"-54255";"-21117";"-1997"
2079;"Eaton Vance Limited Duration Income Fund (EVV)";"74745.035";"201753.515";"-35145.958";"74981.233"
2080;"Workiva Inc. (WK)";"-44426";"-43977";"-43399";"-41154"
2081;"S&T Bancorp, Inc. (STBA)";"72968";"71392";"67081";"57910"
2082;"Arcos Dorados Holdings Inc. (ARCO)";"129166";"78810";"-51633";"-109333"
2083;"Carrizo Oil & Gas, Inc. (CRZO)";"87110";"-675474";"-1155154";"226343"
2084;"Diodes Incorporated (DIOD)";"-1805";"15935";"24274";"63678"
2085;"Qudian Inc. (QD)";"2164458.82";"576652.618";"-233163.744";"-54366.696"
2086;"Zogenix, Inc. (ZGNX)";"-126817";"-69707";"26144";"8587"
2087;"Actuant Corporation (ATU)";"-21648";"-66213";"-105174";"19872"
2088;"Nevro Corp. (NVRO)";"-36658";"-31778";"-67431";"-30680"
2089;"CareTrust REIT, Inc. (CTRE)";"25874";"29353";"10034";"-8143"
2090;"Strategic Education, Inc. (STRA)";"20612";"34802";"40023";"46356"
2091;"Helios Technologies (SNHY)";"31558";"23304";"33138";"43775"
2092;"Enanta Pharmaceuticals, Inc. (ENTA)";"17710";"21666";"78992";"34438"
2093;"Office Depot, Inc. (ODP)";"181000";"529000";"8000";"-354000"
2094;"Luxoft Holding, Inc. (LXFT)";"57013";"62638";"70251";"63149"
2095;"Web.com Group, Inc. (WEB)";"53629";"3990";"89961";"-12458"
2096;"Badger Meter, Inc. (BMI)";"34571";"32295";"25938";"29678"
2097;"Progress Software Corporation (PRGS)";"37417";"-55726";"-8801";"49458"
2098;"Biohaven Pharmaceutical Holding Company Ltd. (BHVN)";"-139196";"-63677";"-10062";"-1458"
2099;"MicroStrategy Incorporated (MSTR)";"17643";"90908";"105931";"5035"
2100;"Tri-Continental Corporation (TY)";"280958.443";"185422.388";"-32229.789";"146040.451"
2101;"Tabula Rasa HealthCare, Inc. (TRHC)";"14296";"-6250";"-2864";"-1107"
2102;"Celestica Inc. (CLS)";"105000";"136300";"66900";"108200"
2103;"Alexander & Baldwin, Inc. (ALEX)";"228300";"-10200";"29600";"61400"
2104;"Rush Enterprises, Inc. (RUSHB)";"172129";"40582";"66053";"79957"
2105;"Meritor, Inc. (MTOR)";"324000";"573000";"64000";"249000"
2106;"ICF International, Inc. (ICFI)";"62876";"46584";"39369";"40030"
2107;"Tower Semiconductor Ltd. (TSEM)";"298011";"203924";"-29647";"4263"
2108;"Endurance International Group Holdings, Inc. (EIGI)";"-107308";"-72831";"-25770";"-42835"
2109;"PRA Group, Inc. (PRAA)";"162265";"85097";"167926";"176505"
2110;"WSFS Financial Corporation (WSFS)";"50244";"64080";"53533";"53757"
2111;"HFF, Inc. (HF)";"94960";"77195";"83963";"61286"
2112;"Casella Waste Systems, Inc. (CWST)";"-21799";"-6849";"-12969";"-9027"
2113;"Global Net Lease, Inc. (GNL)";"23565";"47140";"-2065";"-53594"
2114;"Rush Enterprises, Inc. (RUSHA)";"172129";"40582";"66053";"79957"
2115;"Bitauto Holdings Limited (BITA)";"-1611114";"-541345";"-506992";"485639"
2116;"Dine Brands Global, Inc. (DIN)";"-330539";"97992";"104923";"36453"
2117;"Fortress Transportation and Infrastructure Investors LLC (FTAI)";"134";"-20064";"-11826";"7780"
2118;"First Busey Corporation (BUSE)";"62726";"49694";"39006";"32774"
2119;"Crocs, Inc. (CROX)";"10238";"-16494";"-83196";"-4926"
2120;"TTM Technologies, Inc. (TTMI)";"124214";"34861";"-25882";"14693"
2121;"Tronox Limited (TROX)";"-285000";"-61000";"-329000";"-427000"
2122;"Seritage Growth Properties (SRG)";"-73754";"-51558";"-44676";"-4372"
2123;"IBERIABANK Corporation (IBKCO)";"142413";"186777";"142844";"105382"
2124;"Theravance Biopharma, Inc. (TBPH)";"-285405";"-190669";"-182219";"-237038"
2125;"Freshpet, Inc. (FRPT)";"-4262.341";"-3160.673";"-3710.812";"-37339.017"
2126;"Inphi Corporation (IPHI)";"-74904";"99456";"-13551";"-22608"
2127;"Builders FirstSource, Inc. (BLDR)";"38781";"144341";"-22831";"18150"
2128;"NOW Inc. (DNOW)";"-52000";"-234000";"-502000";"116000"
2129;"U.S. Physical Therapy, Inc. (USPH)";"22256";"20551";"20615";"19131"
2130;"Acacia Communications, Inc. (ACIA)";"38508";"131577";"40520";"13520"
2131;"Mitel Networks Corporation (MITL)";"-49700";"-217300";"-20700";"-7300"
2132;"Knowles Corporation (KN)";"68300";"-42300";"-233800";"-87000"
2133;"MRC Global Inc. (MRC)";"50000";"-83000";"-331000";"144000"
2134;"Grupo Simec, S.A.B. de C.V. (SIM)";"1721672";"2884834";"-1214290";"1203524"
2135;"Oclaro, Inc. (OCLR)";"62453";"127859";"8580";"-56692"
2136;"Loral Space & Communications Inc. (LORL)";"134464";"47200";"-70282";"-25829"
2137;"IBERIABANK Corporation (IBKCP)";"142413";"186777";"142844";"105382"
2138;"Nuveen S&P 500 Buy-Write Income Fund (BXMX)";"180788.871";"114590.526";"71480.652";"32104.797"
2139;"American Railcar Industries, Inc. (ARII)";"142177";"72663";"133453";"99533"
2140;"Criteo S.A. (CRTO)";"91214";"82272";"59553";"45556"
2141;"Ferro Corporation (FOE)";"57054";"-20817";"64100";"86071"
2142;"Central Puerto S.A. (CEPU)";"3507795";"1768843";"1341998";"317731"
2143;"Nevsun Resources Ltd. (NSU)";"-84725";"-2673";"22794";"93394"
2144;"Corcept Therapeutics Incorporated (CORT)";"129122";"8140";"-6408";"-31383"
2145;"State Auto Financial Corporation (STFC)";"-10700";"21000";"51200";"107400"
2146;"Matthews International Corporation (MATW)";"74368";"66749";"63449";"42625"
2147;"Kulicke and Soffa Industries, Inc. (KLIC)";"126099";"48455";"51912";"62988"
2148;"PIMCO Corporate & Income Opportunity Fund (PTY)";"237336";"46800";"36568.5";"150701"
2149;"Kite Realty Group Trust (KRG)";"11874";"1183";"27117";"-5701"
2150;"First Commonwealth Financial Corporation (FCF)";"55165";"59590";"50143";"44453"
2151;"NovaGold Resources Inc. (NG)";"-39016";"-33846";"-31952";"-40484"
2152;"Chesapeake Utilities Corporation (CPK)";"58124";"44675";"41140";"36092"
2153;"Tivity Health, Inc. (TVTY)";"63715";"-129111";"-30947";"-5561"
2154;"Summit Materials, Inc. (SUM)";"125804";"46110";"3310";"-8777"
2155;"Abercrombie & Fitch Co. (ANF)";"7094";"3956";"35576";"51821"
2156;"Oil States International, Inc. (OIS)";"-84850";"-46390";"28597";"179003"
2157;"Asbury Automotive Group, Inc. (ABG)";"139100";"167200";"169200";"111600"
2158;"TiVo Corporation (TIVO)";"-37956";"32661";"-4292";"-69744"
2159;"NeoGenomics, Inc. (NEO)";"-846";"-5723";"-2535";"1132"
2160;"Federal Signal Corporation (FSS)";"61600";"43800";"63500";"63700"
2161;"The E.W. Scripps Company (SSP)";"-13106";"67235";"-82477";"10529"
2162;"Kearny Financial Corp. (KRNY)";"19596";"18603";"15822";"5629"
2163;"United Fire Group, Inc. (UFCS)";"51023";"49904";"89126";"59137"
2164;"BJ's Restaurants, Inc. (BJRI)";"44780";"45557";"45325";"27397"
2165;"ATN International, Inc. (ATNI)";"31488";"12101";"16940";"48152"
2166;"Neenah, Inc. (NP)";"80300";"73000";"51100";"68700"
2167;"La-Z-Boy Incorporated (LZB)";"80866";"85922";"79252";"70773"
2168;"Carvana Co. (CVNA)";"-62841";"-93112";"-36780";"-15238"
2169;"Amerisafe, Inc. (AMSF)";"46231";"77865";"70462";"53666"
2170;"YETI Holdings, Inc. (YETI)";"15401";"47977";"74222";"14210"
2171;"Safety Insurance Group, Inc. (SAFT)";"62387";"64585";"-13853";"59354"
2172;"The Liberty Braves Group (BATRA)";"-25000";"-62000";"-20000";"-24000"
2173;"LendingClub Corporation (LC)";"-153835";"-145969";"-4995";"-32894"
2174;"TPG Specialty Lending, Inc. (TSLX)";"111609";"137007";"63568";"85050"
2175;"The Liberty Braves Group (BATRK)";"-25000";"-62000";"-20000";"-24000"
2176;"SJW Group (SJW)";"59204";"52839";"37882";"51806"
2177;"Boingo Wireless, Inc. (WIFI)";"-19366";"-27331";"-22292";"-19521"
2178;"Sangamo Therapeutics, Inc. (SGMO)";"-54568";"-71658";"-40703";"-26417"
2179;"Portola Pharmaceuticals, Inc. (PTLA)";"-286090";"-269043";"-226505";"-137125"
2180;"Archrock, Inc. (AROC)";"18953";"-54555";"-132549";"60945"
2181;"SUPERVALU INC. (SVU)";"45000";"650000";"178000";"192000"
2182;"SPX Corporation (SPXC)";"89300";"-85300";"-82700";"393400"
2183;"PROS Holdings, Inc. (PRO)";"-77926";"-75225";"-65811";"-36644"
2184;"Electronics for Imaging, Inc. (EFII)";"-15345";"44949";"32199";"33714"
2185;"Atrion Corporation (ATRI)";"36593";"27581";"28925";"27808"
2186;"Sandy Spring Bancorp, Inc. (SASR)";"53209";"48250";"45355";"38200"
2187;"Silicon Motion Technology Corporation (SIMO)";"74955";"110940";"60251";"44467"
2188;"IMAX Corporation (IMAX)";"2344";"28788";"55844";"39736"
2189;"Synaptics Incorporated (SYNA)";"-124100";"48800";"72200";"110400"
2190;"Atlas Air Worldwide Holdings, Inc. (AAWW)";"223473";"41516";"7286";"106757"
2191;"LivePerson, Inc. (LPSN)";"-18191";"-25873";"-26444";"-7348"
2192;"TriMas Corporation (TRS)";"30960";"-39800";"-33400";"68470"
2193;"Texas Capital Bancshares, Inc. (TCBIL)";"197063";"155119";"144854";"136352"
2194;"Kratos Defense & Security Solutions, Inc. (KTOS)";"-42700";"-60500";"19800";"-78000"
2195;"Tortoise Energy Infrastructure Corporation (TYG)";"-113427.641";"106284.573";"-838964.252";"233602.635"
2196;"Washington Prime Group Inc. (WPG)";"197063";"67131";"-85297";"170029"
2197;"Cannae Holdings, Inc. (CNNE)";"108800";"-12400";"-22900";"268000"
2198;"Brookline Bancorp, Inc. (BRKL)";"50518";"52362";"49782";"43288"
2199;"Texas Capital Bancshares, Inc. (TCBIP)";"197063";"155119";"144854";"136352"
2200;"BrightSphere Investment Group plc (BSIG)";"4200";"126400";"155500";"51700"
2201;"Weis Markets, Inc. (WMK)";"98414";"87162";"59330";"54381"
2202;"Monmouth Real Estate Investment Corporation (MNR)";"40271.085";"32494.507";"25605.815";"19845.294"
2203;"Spectrum Pharmaceuticals, Inc. (SPPI)";"-91248";"-69770";"-52642";"-45719"
2204;"Sykes Enterprises, Incorporated (SYKE)";"32216";"62390";"68597";"57791"
2205;"OSI Systems, Inc. (OSIS)";"-29127";"21076";"26157";"65151"
2206;"Keane Group, Inc. (FRAC)";"-28223";"-187087";"-64642";"-45586"
2207;"Cohen & Steers Quality Income Realty Fund, Inc. (RQI)";"123439.307";"100989.866";"95162.892";"414053.348"
2208;"The RMR Group Inc. (RMR)";"42293";"37240";"7303";"10293"
2209;"CBIZ, Inc. (CBZ)";"50377";"40065";"34107";"29759"
2210;"AxoGen, Inc. (AXGN)";"-10445.462";"-14411.144";"-13356.425";"-17710.476"
2211;"Frontline Ltd. (FRO)";"-264861";"117010";"154624";"149469"
2212;"GOL Linhas Aéreas Inteligentes S.A. (GOL)";"19184";"849619";"-4460883";"-1246169"
2213;"OceanFirst Financial Corp. (OCFC)";"42470";"23046";"20322";"19920"
2214;"Redwood Trust, Inc. (RWT)";"140406";"131252";"102088";"100569"
2215;"The Simply Good Foods Company (SMPL)";"-2035";"-288.755";"10034";"-7971"
2216;"Standard Motor Products, Inc. (SMP)";"37976";"60430";"46018";"43029"
2217;"Marcus & Millichap, Inc. (MMI)";"51524";"64657";"66350";"49531"
2218;"Pitney Bowes Inc. (PBI)";"261340";"92805";"407943";"333755"
2219;"FTS International, Inc. (FTSI)";"200700";"-188500";"-1013200";"368676"
2220;"NextGen Healthcare, Inc. (NXGN)";"2420";"18241";"5657";"27332"
2221;"C&J Energy Services, Inc. (CJ)";"321039";"-944289";"-872542";"68823"
2222;"1st Source Corporation (SRCE)";"68051";"57786";"57486";"58069"
2223;"NMI Holdings, Inc. (NMIH)";"22050";"64001";"-27793";"-48906"
2224;"Revlon, Inc. (REV)";"-183200";"-21900";"56100";"40900"
2225;"Summit Hotel Properties, Inc. (INN)";"99214";"107805";"124437";"20871"
2226;"Luminex Corporation (LMNX)";"29423";"13814";"36861";"39043"
2227;"Helix Energy Solutions Group, Inc. (HLX)";"30052";"-81445";"-376980";"195047"
2228;"Quotient Technology Inc. (QUOT)";"-15077";"-19479";"-26730";"-23444"
2229;"Group 1 Automotive, Inc. (GPI)";"213442";"147065";"93999";"93004"
2230;"Cronos Group Inc. (CRON)";"2491";"-1190";"386.166";"-4792.189"
2231;"EnPro Industries, Inc. (NPO)";"539800";"-40100";"-20900";"22000"
2232;"Cheetah Mobile Inc. (CMCM)";"1348194";"-80525";"176347";"68317"
2233;"Seacoast Banking Corporation of Florida (SBCF)";"42865";"29202";"22141";"5696"
2234;"Sleep Number Corporation (SNBR)";"65077";"51417";"50519";"67974"
2235;"Heritage Financial Corporation (HFWA)";"41791";"38918";"37489";"21014"
2236;"Unit Corporation (UNT)";"117848";"-135624";"-1037361";"136276"
2237;"National HealthCare Corporation (NHC)";"56205";"50538";"53143";"53369"
2238;"MTGE Investment Corp. (MTGEP)";"161335";"43669";"-38358";"159179"
2239;"Osisko Gold Royalties Ltd (OR)";"-42501";"42113";"28749";"1673168"
2240;"Boise Cascade Company (BCC)";"82957";"38254";"52182";"80009"
2241;"Hess Midstream Partners LP (HESM)";"40400";"204900";"193000";"32900"
2242;"Noble Corporation plc (NE)";"-516511";"-929580";"511000";"8491"
2243;"Constellium N.V. (CSTM)";"-31000";"-4000";"-554000";"51000"
2244;"Beneficial Bancorp, Inc. (BNCL)";"23932";"25469";"22893";"18033"
2245;"Saul Centers, Inc. (BFS)";"48257";"45279";"42468";"46943"
2246;"Cardtronics plc (CATM)";"-145350";"87991";"67080";"37140"
2247;"Insmed Incorporated (INSM)";"-192649";"-176273";"-118183";"-79159"
2248;"Gran Tierra Energy Inc. (GTE)";"-31708";"-465565";"-268029";"-171339"
2249;"Summit Midstream Partners, LP (SMLP)";"76211";"-45462";"-225626";"-50493"
2250;"SecureWorks Corp. (SCWX)";"-28077";"-38213";"-72381";"-38490"
2251;"PennyMac Mortgage Investment Trust (PMT)";"117749";"75810";"90100";"194544"
2252;"MGP Ingredients, Inc. (MGPI)";"41823";"31184";"26191";"23675"
2253;"Hercules Capital, Inc. (HTGC)";"78998";"68703";"42916";"71188"
2254;"Entergy Texas, Inc. (EZT)";"76173";"107538";"69625";"74804"
2255;"Laredo Petroleum, Inc. (LPI)";"548974";"-260739";"-2209936";"265573"
2256;"Eaton Vance Tax-Advantaged Global Dividend Income Fund (ETG)";"278798.082";"-39001.193";"49529.269";"149788.948"
2257;"KMG Chemicals, Inc. (KMG)";"64841";"23633";"18675";"12138"
2258;"Gafisa S.A. (GFA)";"-849856";"-1163596";"74449";"-42549"
2259;"AZZ Inc. (AZZ)";"45169";"61264";"75544";"65616"
2260;"AK Steel Holding Corporation (AKS)";"6200";"-7800";"-509000";"-96900"
2261;"CryoLife, Inc. (CRY)";"3704";"10778";"4005";"7322"
2262;"Superior Energy Services, Inc. (SPN)";"-205921";"-886899";"-1854718";"257817"
2263;"Berry Petroleum Corporation (BRY)";"-524032";"-1283196";"-1015177";"22596"
2264;"NGL Energy Partners LP (NGL)";"-70880";"136810";"-246549";"-8394"
2265;"Cardiovascular Systems, Inc. (CSII)";"1712";"-1792";"-56024";"-32822"
2266;"WisdomTree Investments, Inc. (WETF)";"27199";"26155";"80052";"61051"
2267;"ePlus inc. (PLUS)";"55122";"50556";"44747";"45840"
2268;"Avid Bioservices, Inc. (CDMOP)";"-21813";"-28159";"-55652";"-50358"
2269;"Hertz Global Holdings, Inc. (HTZ)";"327000";"-491000";"273000";"-82000"
2270;"CNX Midstream Partners LP (CNXM)";"109379";"93960";"69822";"56661"
2271;"Materion Corporation (MTRN)";"11451";"25740";"32158";"42131"
2272;"McGrath RentCorp (MGRC)";"153920";"38251";"40470";"45709"
2273;"Gibraltar Industries, Inc. (ROCK)";"62560";"33675";"23448";"-81824"
2274;"CSG Systems International, Inc. (CSGS)";"61364";"62882";"62567";"35711"
2275;"Mirati Therapeutics, Inc. (MRTX)";"-70430";"-83118";"-64544";"-43698"
2276;"City Holding Company (CHCO)";"54310";"52128";"54097";"52962"
2277;"Teekay LNG Partners L.P. (TGP)";"33565";"137696";"174607";"174251"
2278;"Rite Aid Corporation (RAD)";"943470";"4053";"165465";"2109173"
2279;"Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund (ETW)";"211965.926";"33414.577";"46651.159";"34783.66"
2280;"FB Financial Corporation (FBK)";"52398";"40591";"47856";"22356"
2281;"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund (NFJ)";"164121.38";"220558.928";"-161976.753";"52449.286"
2282;"Playa Hotels & Resorts N.V. (PLYA)";"-241";"20216";"9711";"-38216"
2283;"Boston Private Financial Holdings, Inc. (BPFH)";"40591";"71628";"64925";"68815"
2284;"Noble Midstream Partners LP (NBLX)";"140572";"74448";"38042";"-15091"
2285;"TTEC Holdings, Inc. (TTEC)";"7256";"33678";"61666";"72293"
